Date,Price,Open,High,Low,Vol.,Change %
25/10/2023,"1,787.00","1,784.44","1,814.08","1,761.38",354.45K,0.12%
24/10/2023,"1,784.82","1,766.13","1,853.25","1,757.36",674.13K,1.21%
23/10/2023,"1,763.56","1,663.64","1,791.71","1,657.55",610.73K,6.02%
22/10/2023,"1,663.38","1,628.71","1,667.47","1,623.28",228.66K,2.11%
21/10/2023,"1,628.94","1,604.20","1,642.34","1,592.38",176.42K,1.56%
20/10/2023,"1,603.89","1,566.74","1,629.22","1,561.56",315.99K,2.37%
19/10/2023,"1,566.71","1,562.34","1,573.40","1,543.90",216.21K,0.21%
18/10/2023,"1,563.44","1,565.00","1,583.75","1,556.14",177.94K,-0.10%
17/10/2023,"1,565.00","1,599.62","1,600.47","1,553.62",234.45K,-2.16%
16/10/2023,"1,599.47","1,557.43","1,635.90","1,555.12",418.50K,2.68%
15/10/2023,"1,557.78","1,555.06","1,565.78","1,550.00",120.31K,0.18%
14/10/2023,"1,554.94","1,551.89","1,559.84","1,545.31",100.32K,0.18%
13/10/2023,"1,552.16","1,540.08","1,574.09","1,538.04",192.20K,0.82%
12/10/2023,"1,539.60","1,566.24","1,568.43","1,523.76",237.22K,-1.74%
11/10/2023,"1,566.87","1,567.16","1,578.16","1,549.14",260.26K,-0.05%
10/10/2023,"1,567.61","1,579.59","1,593.71","1,552.34",240.72K,-0.77%
9/10/2023,"1,579.71","1,632.74","1,635.13","1,550.00",340.12K,-3.25%
8/10/2023,"1,632.85","1,633.57","1,641.33","1,616.79",149.42K,-0.04%
7/10/2023,"1,633.56","1,645.04","1,647.59","1,630.18",101.25K,-0.70%
6/10/2023,"1,645.11","1,612.20","1,659.94","1,612.20",220.51K,2.08%
5/10/2023,"1,611.59","1,646.57","1,654.00","1,609.55",237.37K,-2.15%
4/10/2023,"1,647.03","1,656.70","1,657.61","1,630.53",222.80K,-0.59%
3/10/2023,"1,656.88","1,662.41","1,670.41","1,644.03",198.36K,-0.35%
2/10/2023,"1,662.75","1,734.15","1,742.33","1,637.80",378.51K,-4.04%
1/10/2023,"1,732.80","1,670.42","1,741.62","1,668.96",225.44K,3.70%
30/9/2023,"1,670.90","1,667.46","1,693.71","1,666.20",136.92K,0.19%
29/9/2023,"1,667.70","1,652.88","1,686.50","1,648.42",252.03K,0.90%
28/9/2023,"1,652.87","1,598.63","1,667.61","1,598.14",331.38K,3.40%
27/9/2023,"1,598.49","1,593.64","1,633.51","1,585.33",274.40K,0.28%
26/9/2023,"1,594.02","1,588.54","1,597.61","1,580.54",125.61K,0.34%
25/9/2023,"1,588.60","1,579.62","1,596.49","1,564.67",176.70K,0.51%
24/9/2023,"1,580.52","1,593.86","1,600.37","1,573.94",137.49K,-0.84%
23/9/2023,"1,593.86","1,593.13","1,597.95","1,587.71",64.54K,0.05%
22/9/2023,"1,593.07","1,583.45","1,601.72","1,578.74",124.90K,0.57%
21/9/2023,"1,583.98","1,621.99","1,625.30","1,568.98",240.62K,-2.36%
20/9/2023,"1,622.27","1,642.69","1,649.13","1,610.14",232.85K,-1.27%
19/9/2023,"1,643.10","1,636.10","1,659.51","1,627.28",184.34K,0.38%
18/9/2023,"1,636.87","1,622.54","1,668.85","1,609.68",278.90K,0.88%
17/9/2023,"1,622.63","1,634.40","1,635.00","1,612.85",120.22K,-0.72%
16/9/2023,"1,634.40","1,642.47","1,650.02","1,631.72",99.57K,-0.42%
15/9/2023,"1,641.30","1,626.48","1,652.40","1,612.22",181.34K,0.91%
14/9/2023,"1,626.48","1,607.83","1,639.08","1,607.06",275.29K,1.17%
13/9/2023,"1,607.61","1,593.01","1,614.36","1,582.01",223.45K,0.95%
12/9/2023,"1,592.46","1,551.63","1,617.33","1,549.67",329.75K,2.61%
11/9/2023,"1,551.88","1,617.65","1,618.78","1,533.91",417.39K,-4.05%
10/9/2023,"1,617.41","1,635.64","1,635.70","1,604.18",207.96K,-1.11%
9/9/2023,"1,635.54","1,636.63","1,637.20","1,630.11",58.53K,-0.05%
8/9/2023,"1,636.44","1,648.00","1,657.49","1,618.43",221.60K,-0.71%
7/9/2023,"1,648.08","1,633.27","1,657.98","1,624.04",228.53K,0.91%
6/9/2023,"1,633.14","1,634.38","1,667.32","1,610.26",219.59K,-0.08%
5/9/2023,"1,634.46","1,629.87","1,647.74","1,610.00",204.37K,0.24%
4/9/2023,"1,630.52","1,635.85","1,643.30","1,618.51",168.01K,-0.33%
3/9/2023,"1,635.85","1,637.03","1,645.10","1,625.59",116.78K,-0.07%
2/9/2023,"1,637.03","1,629.19","1,644.59","1,628.10",102.15K,0.49%
1/9/2023,"1,628.99","1,646.57","1,654.37","1,603.69",302.41K,-1.02%
31/8/2023,"1,645.77","1,704.63","1,724.04","1,634.78",330.46K,-3.49%
30/8/2023,"1,705.20","1,729.32","1,730.71","1,696.93",202.85K,-1.42%
29/8/2023,"1,729.68","1,653.52","1,742.78","1,640.27",494.36K,4.63%
28/8/2023,"1,653.21","1,658.05","1,660.72","1,628.92",214.33K,-0.31%
27/8/2023,"1,658.33","1,646.65","1,660.11","1,646.33",87.79K,0.69%
26/8/2023,"1,647.04","1,653.93","1,655.59","1,644.02",79.28K,-0.40%
25/8/2023,"1,653.72","1,661.47","1,676.19","1,636.80",236.27K,-0.45%
24/8/2023,"1,661.16","1,679.99","1,682.99","1,642.41",231.56K,-1.12%
23/8/2023,"1,679.92","1,635.52","1,697.60","1,629.84",374.78K,2.80%
22/8/2023,"1,634.24","1,667.99","1,669.21","1,588.24",401.97K,-2.00%
21/8/2023,"1,667.55","1,685.65","1,686.03","1,651.79",250.84K,-1.05%
20/8/2023,"1,685.23","1,669.68","1,692.40","1,662.80",195.62K,0.93%
19/8/2023,"1,669.67","1,661.58","1,693.89","1,654.33",232.01K,0.51%
18/8/2023,"1,661.23","1,680.24","1,698.77","1,646.40",538.08K,-1.21%
17/8/2023,"1,681.50","1,807.81","1,809.80","1,562.70",812.15K,-6.99%
16/8/2023,"1,807.81","1,828.63","1,831.52","1,803.50",205.43K,-1.16%
15/8/2023,"1,828.98","1,845.50","1,847.36","1,816.35",186.08K,-0.90%
14/8/2023,"1,845.50","1,840.13","1,856.49","1,835.92",150.22K,0.26%
13/8/2023,"1,840.72","1,849.93","1,861.50","1,835.50",120.67K,-0.50%
12/8/2023,"1,849.93","1,849.06","1,853.55","1,846.09",63.36K,0.06%
